entity,attribute_camel,attribute_snake,description
StaffCompensation,StaffCompensationRetirementBenefits,staff_compensation_retirement_benefits,"Contributions made by the school district, municipal, state, federal and other government agencies for the teacher's or early learning provider's health insurance, prorated to the specific school or local provider agency indicated on the record, not including contributions made by the teacher or early learning provider."
StaffCompensation,StaffCompensationTotalBenefits,staff_compensation_total_benefits,"Sum of retirement, health, and all other benefits, or total benefits paid by the school district, municipal, state, federal and other government agencies for the teacher's or early learning provider's health insurance, prorated to the specific school or local provider agency indicated on the record, not including contributions made by the teacher or early learning provider."
StaffCompensation,StaffCompensationTotalSalary,staff_compensation_total_salary,Total annualized salary of staff at the specific school/program indicated on the record in the school/program year  specified on the record.
StaffEducationEnrollment,StaffEducationEntryDate,staff_education_entry_date,"The year, month and day that a staff member began participating in an educational experience (course, educational program, or formal education activity)."
StaffEducationEnrollment,StaffEducationWithdrawalDate,staff_education_withdrawal_date,"The year, month and day that an individual ceased participating in an educational experience without completing the course, educational program, or staff development activity."
StaffEvaluation,StaffEvaluationOutcome,staff_evaluation_outcome,The result of an assessment of a person's performance.
StaffEvaluationPart,StaffEvaluationPartName,staff_evaluation_part_name,The name of the component part that is being evaluated and scored.
StaffEvaluationPart,StaffEvaluationPartScale,staff_evaluation_part_scale,"The quantitative or qualitative range of possible scores/rating for a person's performance on a component part (e.g., 0 - 10; Poor, Fair, Average, Good, Excellent)."
StaffEvaluationPart,StaffEvaluationPartScoreOrRating,staff_evaluation_part_score_or_rating,The actual quantitative or qualitative assessment of a person's performance on a component part that is being evaluated.
StaffEvaluation,StaffEvaluationScoreOrRating,staff_evaluation_score_or_rating,The actual quantitative or qualitative assessment of a person's overall performance.
StaffEvaluation,StaffEvaluationSystem,staff_evaluation_system,The instrument and/or set of procedures with which a person's performance is assessed.
StaffProfessionalDevelopmentActivity,StaffProfessionalDevelopmentActivityCompletionDate,staff_professional_development_activity_completion_date,"The year, month and day on which an individual completed a course, an education program or a staff development activity."
StaffProfessionalDevelopmentActivity,StaffProfessionalDevelopmentActivityStartDate,staff_professional_development_activity_start_date,"The year, month and day on which an individual begins a course, an education program or a staff development activity."
PostsecondaryStudentAdmissionTest,StandardizedAdmissionTestScore,standardized_admission_test_score,The quantitative score on a standardized admission test reported to a postsecondary institution.
OrganizationIdentification,StateAgencyIdentifier,state_agency_identifier,A unique number or alphanumeric code assigned to a state agency.
LocalEducationAgencyFederalReporting,StateAssessmentAdministrationFunding,state_assessment_administration_funding,The percentage of funds used to administer assessments required by section 1111(b) or to carry out other activities described in section 6111 and other activities related to ensuring that the State's schools and local educational agencies are held accountable for results.
LocalEducationAgencyFederalReporting,StateAssessmentStandardsFunding,state_assessment_standards_funding,The percentage of funds used to pay the costs of the development of the State assessments and standards required by section 1111(b).
EarlyLearningFacilityLicensing,StateLicensedFacilityCapacity,state_licensed_facility_capacity,The maximum number of children for which a state licensed a facility.
RoleAttendance,StudentAttendanceRate,student_attendance_rate,"The number of school days during the regular school year (plus summer, if applicable, if part of implementing the restart, transformation, or turnaround model) the student attended school divided by the maximum number of days the student could have attended school during the regular school year."
ProgramParticipationTeacherPrep,SupervisedClinicalExperienceClockHours,supervised_clinical_experience_clock_hours,An indication of  the number of clock hours (minimum) a student is required to complete associated with a supervised clinical experience.
LocalEducationAgencyFederalFunds,SESPublicSchoolChoiceTwentyPercentObligation,ses_public_school_choice_twenty_percent_obligation,The dollar amount of the 20 percent reservation for supplemental educational services and choice-related transportation.
LocalEducationAgencyFederalFunds,SESFundsSpent,ses_funds_spent,"The dollar amount spent on supplemental educational services during the school year under Title I, Part A, Section 1116 of ESEA as amended."
K12FederalFundAllocation,SESPerPupilExpenditure,ses_per_pupil_expenditure,The maximum dollar amount that may be spent per child for expenditures related to supplemental educational services under Title I of the ESEA.
Assignment,TeachingAssignmentContributionPercentage,teaching_assignment_contribution_percentage,"A percentage used to weight the educator's assigned responsibility for student learning in a Class Section, particularly when more than one educator is assigned to the class section."
